Category,Test,Severity,Region,Result,Resource,More Info
CloudTrail,CloudTrail Bucket Delete Policy,medium,us-east-1,PASS,,No S3 buckets to check
CloudTrail,CloudTrail Bucket Delete Policy,medium,us-east-2,PASS,,No S3 buckets to check
CloudTrail,CloudTrail Bucket Delete Policy,medium,us-west-1,PASS,,No S3 buckets to check
CloudTrail,CloudTrail Bucket Delete Policy,medium,us-west-2,PASS,,No S3 buckets to check
CloudTrail,CloudTrail Bucket Delete Policy,medium,ca-central-1,PASS,,No S3 buckets to check
CloudTrail,CloudTrail Bucket Delete Policy,medium,eu-central-1,PASS,,No S3 buckets to check
CloudTrail,CloudTrail Bucket Delete Policy,medium,eu-west-1,PASS,,No S3 buckets to check
CloudTrail,CloudTrail Bucket Delete Policy,medium,eu-west-2,PASS,,No S3 buckets to check
CloudTrail,CloudTrail Bucket Delete Policy,medium,eu-west-3,PASS,,No S3 buckets to check
CloudTrail,CloudTrail Bucket Delete Policy,medium,eu-north-1,PASS,,No S3 buckets to check
CloudTrail,CloudTrail Bucket Delete Policy,medium,ap-northeast-1,PASS,,No S3 buckets to check
CloudTrail,CloudTrail Bucket Delete Policy,medium,ap-northeast-2,PASS,,No S3 buckets to check
CloudTrail,CloudTrail Bucket Delete Policy,medium,ap-southeast-1,PASS,,No S3 buckets to check
CloudTrail,CloudTrail Bucket Delete Policy,medium,ap-southeast-2,PASS,,No S3 buckets to check
CloudTrail,CloudTrail Bucket Delete Policy,medium,ap-northeast-3,PASS,,No S3 buckets to check
CloudTrail,CloudTrail Bucket Delete Policy,medium,ap-south-1,PASS,,No S3 buckets to check
CloudTrail,CloudTrail Bucket Delete Policy,medium,sa-east-1,PASS,,No S3 buckets to check
CloudTrail,CloudTrail Enabled,high,us-east-1,FAIL,,CloudTrail is not enabled
CloudTrail,CloudTrail Enabled,high,us-east-2,FAIL,,CloudTrail is not enabled
CloudTrail,CloudTrail Enabled,high,us-west-1,FAIL,,CloudTrail is not enabled
CloudTrail,CloudTrail Enabled,high,us-west-2,FAIL,,CloudTrail is not enabled
CloudTrail,CloudTrail Enabled,high,ca-central-1,FAIL,,CloudTrail is not enabled
CloudTrail,CloudTrail Enabled,high,eu-central-1,FAIL,,CloudTrail is not enabled
CloudTrail,CloudTrail Enabled,high,eu-west-1,FAIL,,CloudTrail is not enabled
CloudTrail,CloudTrail Enabled,high,eu-west-2,FAIL,,CloudTrail is not enabled
CloudTrail,CloudTrail Enabled,high,eu-west-3,FAIL,,CloudTrail is not enabled
CloudTrail,CloudTrail Enabled,high,eu-north-1,FAIL,,CloudTrail is not enabled
CloudTrail,CloudTrail Enabled,high,ap-northeast-1,FAIL,,CloudTrail is not enabled
CloudTrail,CloudTrail Enabled,high,ap-northeast-2,FAIL,,CloudTrail is not enabled
CloudTrail,CloudTrail Enabled,high,ap-southeast-1,FAIL,,CloudTrail is not enabled
CloudTrail,CloudTrail Enabled,high,ap-southeast-2,FAIL,,CloudTrail is not enabled
CloudTrail,CloudTrail Enabled,high,ap-northeast-3,FAIL,,CloudTrail is not enabled
CloudTrail,CloudTrail Enabled,high,ap-south-1,FAIL,,CloudTrail is not enabled
CloudTrail,CloudTrail Enabled,high,sa-east-1,FAIL,,CloudTrail is not enabled
CloudTrail,CloudTrail Enabled,high,global,FAIL,,CloudTrail is not configured to monitor global services
EC2,Elastic IP Limit,low,us-east-1,PASS,,No Elastic IPs found
EC2,Elastic IP Limit,low,us-east-2,PASS,,No Elastic IPs found
EC2,Elastic IP Limit,low,us-west-1,PASS,,No Elastic IPs found
EC2,Elastic IP Limit,low,us-west-2,PASS,,No Elastic IPs found
EC2,Elastic IP Limit,low,ca-central-1,PASS,,No Elastic IPs found
EC2,Elastic IP Limit,low,eu-central-1,PASS,,No Elastic IPs found
EC2,Elastic IP Limit,low,eu-west-1,PASS,,No Elastic IPs found
EC2,Elastic IP Limit,low,eu-west-2,PASS,,No Elastic IPs found
EC2,Elastic IP Limit,low,eu-west-3,PASS,,No Elastic IPs found
EC2,Elastic IP Limit,low,eu-north-1,PASS,,No Elastic IPs found
EC2,Elastic IP Limit,low,ap-northeast-1,PASS,,No Elastic IPs found
EC2,Elastic IP Limit,low,ap-northeast-2,PASS,,No Elastic IPs found
EC2,Elastic IP Limit,low,ap-southeast-1,PASS,,No Elastic IPs found
EC2,Elastic IP Limit,low,ap-southeast-2,PASS,,No Elastic IPs found
EC2,Elastic IP Limit,low,ap-northeast-3,PASS,,No Elastic IPs found
EC2,Elastic IP Limit,low,ap-south-1,PASS,,No Elastic IPs found
EC2,Elastic IP Limit,low,sa-east-1,PASS,,No Elastic IPs found
EC2,VPC Elastic IP Limit,low,us-east-1,PASS,,No VPC Elastic IPs found
EC2,VPC Elastic IP Limit,low,us-east-2,PASS,,No VPC Elastic IPs found
EC2,VPC Elastic IP Limit,low,us-west-1,PASS,,No VPC Elastic IPs found
EC2,VPC Elastic IP Limit,low,us-west-2,PASS,,No VPC Elastic IPs found
EC2,VPC Elastic IP Limit,low,ca-central-1,PASS,,No VPC Elastic IPs found
EC2,VPC Elastic IP Limit,low,eu-central-1,PASS,,No VPC Elastic IPs found
EC2,VPC Elastic IP Limit,low,eu-west-1,PASS,,No VPC Elastic IPs found
EC2,VPC Elastic IP Limit,low,eu-west-2,PASS,,No VPC Elastic IPs found
EC2,VPC Elastic IP Limit,low,eu-west-3,PASS,,No VPC Elastic IPs found
EC2,VPC Elastic IP Limit,low,eu-north-1,PASS,,No VPC Elastic IPs found
EC2,VPC Elastic IP Limit,low,ap-northeast-1,PASS,,No VPC Elastic IPs found
EC2,VPC Elastic IP Limit,low,ap-northeast-2,PASS,,No VPC Elastic IPs found
EC2,VPC Elastic IP Limit,low,ap-southeast-1,PASS,,No VPC Elastic IPs found
EC2,VPC Elastic IP Limit,low,ap-southeast-2,PASS,,No VPC Elastic IPs found
EC2,VPC Elastic IP Limit,low,ap-northeast-3,PASS,,No VPC Elastic IPs found
EC2,VPC Elastic IP Limit,low,ap-south-1,PASS,,No VPC Elastic IPs found
EC2,VPC Elastic IP Limit,low,sa-east-1,PASS,,No VPC Elastic IPs found
EC2,Instance Limit,low,us-east-1,PASS,,No instances found
EC2,Instance Limit,low,us-east-2,PASS,,No instances found
EC2,Instance Limit,low,us-west-1,PASS,,No instances found
EC2,Instance Limit,low,us-west-2,PASS,,No instances found
EC2,Instance Limit,low,ca-central-1,PASS,,No instances found
EC2,Instance Limit,low,eu-central-1,PASS,,No instances found
EC2,Instance Limit,low,eu-west-1,PASS,,No instances found
EC2,Instance Limit,low,eu-west-2,PASS,,No instances found
EC2,Instance Limit,low,eu-west-3,PASS,,No instances found
EC2,Instance Limit,low,eu-north-1,PASS,,No instances found
EC2,Instance Limit,low,ap-northeast-1,PASS,,No instances found
EC2,Instance Limit,low,ap-northeast-2,PASS,,No instances found
EC2,Instance Limit,low,ap-southeast-1,PASS,,Account contains 1 of 20 (5%) available instances
EC2,Instance Limit,low,ap-southeast-2,PASS,,No instances found
EC2,Instance Limit,low,ap-northeast-3,PASS,,No instances found
EC2,Instance Limit,low,ap-south-1,PASS,,No instances found
EC2,Instance Limit,low,sa-east-1,PASS,,No instances found
EC2,Excessive Security Groups,medium,us-east-1,PASS,,Acceptable number of security groups: 1 groups present
EC2,Excessive Security Groups,medium,us-east-2,PASS,,Acceptable number of security groups: 1 groups present
EC2,Excessive Security Groups,medium,us-west-1,PASS,,Acceptable number of security groups: 1 groups present
EC2,Excessive Security Groups,medium,us-west-2,PASS,,Acceptable number of security groups: 1 groups present
EC2,Excessive Security Groups,medium,ca-central-1,PASS,,Acceptable number of security groups: 1 groups present
EC2,Excessive Security Groups,medium,eu-central-1,PASS,,Acceptable number of security groups: 1 groups present
EC2,Excessive Security Groups,medium,eu-west-1,PASS,,Acceptable number of security groups: 1 groups present
EC2,Excessive Security Groups,medium,eu-west-2,PASS,,Acceptable number of security groups: 1 groups present
EC2,Excessive Security Groups,medium,eu-west-3,PASS,,Acceptable number of security groups: 1 groups present
EC2,Excessive Security Groups,medium,eu-north-1,PASS,,Acceptable number of security groups: 1 groups present
EC2,Excessive Security Groups,medium,ap-northeast-1,PASS,,Acceptable number of security groups: 1 groups present
EC2,Excessive Security Groups,medium,ap-northeast-2,PASS,,Acceptable number of security groups: 1 groups present
EC2,Excessive Security Groups,medium,ap-southeast-1,PASS,,Acceptable number of security groups: 3 groups present
EC2,Excessive Security Groups,medium,ap-southeast-2,PASS,,Acceptable number of security groups: 1 groups present
EC2,Excessive Security Groups,medium,ap-northeast-3,PASS,,Acceptable number of security groups: 1 groups present
EC2,Excessive Security Groups,medium,ap-south-1,PASS,,Acceptable number of security groups: 1 groups present
EC2,Excessive Security Groups,medium,sa-east-1,PASS,,Acceptable number of security groups: 1 groups present
EC2,Open FTP,medium,us-east-1,PASS,,No public open ports found
EC2,Open FTP,medium,us-east-2,PASS,,No public open ports found
EC2,Open FTP,medium,us-west-1,PASS,,No public open ports found
EC2,Open FTP,medium,us-west-2,PASS,,No public open ports found
EC2,Open FTP,medium,ca-central-1,PASS,,No public open ports found
EC2,Open FTP,medium,eu-central-1,PASS,,No public open ports found
EC2,Open FTP,medium,eu-west-1,PASS,,No public open ports found
EC2,Open FTP,medium,eu-west-2,PASS,,No public open ports found
EC2,Open FTP,medium,eu-west-3,PASS,,No public open ports found
EC2,Open FTP,medium,eu-north-1,PASS,,No public open ports found
EC2,Open FTP,medium,ap-northeast-1,PASS,,No public open ports found
EC2,Open FTP,medium,ap-northeast-2,PASS,,No public open ports found
EC2,Open FTP,medium,ap-southeast-1,FAIL,arn:aws:ec2:ap-southeast-1:988369257873:security-group/sg-09846243e456d3060,Security group: sg-09846243e456d3060 (launch-wizard-2) has FTP:TCP:20 and TCP:21 open to 0.0.0.0/0
EC2,Open FTP,medium,ap-southeast-2,PASS,,No public open ports found
EC2,Open FTP,medium,ap-northeast-3,PASS,,No public open ports found
EC2,Open FTP,medium,ap-south-1,PASS,,No public open ports found
EC2,Open FTP,medium,sa-east-1,PASS,,No public open ports found
EC2,Open SSH,high,us-east-1,PASS,,No public open ports found
EC2,Open SSH,high,us-east-2,PASS,,No public open ports found
EC2,Open SSH,high,us-west-1,PASS,,No public open ports found
EC2,Open SSH,high,us-west-2,PASS,,No public open ports found
EC2,Open SSH,high,ca-central-1,PASS,,No public open ports found
EC2,Open SSH,high,eu-central-1,PASS,,No public open ports found
EC2,Open SSH,high,eu-west-1,PASS,,No public open ports found
EC2,Open SSH,high,eu-west-2,PASS,,No public open ports found
EC2,Open SSH,high,eu-west-3,PASS,,No public open ports found
EC2,Open SSH,high,eu-north-1,PASS,,No public open ports found
EC2,Open SSH,high,ap-northeast-1,PASS,,No public open ports found
EC2,Open SSH,high,ap-northeast-2,PASS,,No public open ports found
EC2,Open SSH,high,ap-southeast-1,FAIL,arn:aws:ec2:ap-southeast-1:988369257873:security-group/sg-09846243e456d3060,Security group: sg-09846243e456d3060 (launch-wizard-2) has SSH:TCP:22 open to 0.0.0.0/0
EC2,Open SSH,high,ap-southeast-1,FAIL,arn:aws:ec2:ap-southeast-1:988369257873:security-group/sg-0d1dd13a652ca9347,Security group: sg-0d1dd13a652ca9347 (launch-wizard-1) has SSH:TCP:22 open to 0.0.0.0/0
EC2,Open SSH,high,ap-southeast-2,PASS,,No public open ports found
EC2,Open SSH,high,ap-northeast-3,PASS,,No public open ports found
EC2,Open SSH,high,ap-south-1,PASS,,No public open ports found
EC2,Open SSH,high,sa-east-1,PASS,,No public open ports found
EC2,Open Telnet,high,us-east-1,PASS,,No public open ports found
EC2,Open Telnet,high,us-east-2,PASS,,No public open ports found
EC2,Open Telnet,high,us-west-1,PASS,,No public open ports found
EC2,Open Telnet,high,us-west-2,PASS,,No public open ports found
EC2,Open Telnet,high,ca-central-1,PASS,,No public open ports found
EC2,Open Telnet,high,eu-central-1,PASS,,No public open ports found
EC2,Open Telnet,high,eu-west-1,PASS,,No public open ports found
EC2,Open Telnet,high,eu-west-2,PASS,,No public open ports found
EC2,Open Telnet,high,eu-west-3,PASS,,No public open ports found
EC2,Open Telnet,high,eu-north-1,PASS,,No public open ports found
EC2,Open Telnet,high,ap-northeast-1,PASS,,No public open ports found
EC2,Open Telnet,high,ap-northeast-2,PASS,,No public open ports found
EC2,Open Telnet,high,ap-southeast-1,FAIL,arn:aws:ec2:ap-southeast-1:988369257873:security-group/sg-09846243e456d3060,Security group: sg-09846243e456d3060 (launch-wizard-2) has Telnet:TCP:23 open to 0.0.0.0/0
EC2,Open Telnet,high,ap-southeast-2,PASS,,No public open ports found
EC2,Open Telnet,high,ap-northeast-3,PASS,,No public open ports found
EC2,Open Telnet,high,ap-south-1,PASS,,No public open ports found
EC2,Open Telnet,high,sa-east-1,PASS,,No public open ports found
EC2,Open SMTP,low,us-east-1,PASS,,No public open ports found
EC2,Open SMTP,low,us-east-2,PASS,,No public open ports found
EC2,Open SMTP,low,us-west-1,PASS,,No public open ports found
EC2,Open SMTP,low,us-west-2,PASS,,No public open ports found
EC2,Open SMTP,low,ca-central-1,PASS,,No public open ports found
EC2,Open SMTP,low,eu-central-1,PASS,,No public open ports found
EC2,Open SMTP,low,eu-west-1,PASS,,No public open ports found
EC2,Open SMTP,low,eu-west-2,PASS,,No public open ports found
EC2,Open SMTP,low,eu-west-3,PASS,,No public open ports found
EC2,Open SMTP,low,eu-north-1,PASS,,No public open ports found
EC2,Open SMTP,low,ap-northeast-1,PASS,,No public open ports found
EC2,Open SMTP,low,ap-northeast-2,PASS,,No public open ports found
EC2,Open SMTP,low,ap-southeast-1,FAIL,arn:aws:ec2:ap-southeast-1:988369257873:security-group/sg-09846243e456d3060,Security group: sg-09846243e456d3060 (launch-wizard-2) has SMTP:TCP:25 open to 0.0.0.0/0
EC2,Open SMTP,low,ap-southeast-2,PASS,,No public open ports found
EC2,Open SMTP,low,ap-northeast-3,PASS,,No public open ports found
EC2,Open SMTP,low,ap-south-1,PASS,,No public open ports found
EC2,Open SMTP,low,sa-east-1,PASS,,No public open ports found
EC2,Open DNS,low,us-east-1,PASS,,No public open ports found
EC2,Open DNS,low,us-east-2,PASS,,No public open ports found
EC2,Open DNS,low,us-west-1,PASS,,No public open ports found
EC2,Open DNS,low,us-west-2,PASS,,No public open ports found
EC2,Open DNS,low,ca-central-1,PASS,,No public open ports found
EC2,Open DNS,low,eu-central-1,PASS,,No public open ports found
EC2,Open DNS,low,eu-west-1,PASS,,No public open ports found
EC2,Open DNS,low,eu-west-2,PASS,,No public open ports found
EC2,Open DNS,low,eu-west-3,PASS,,No public open ports found
EC2,Open DNS,low,eu-north-1,PASS,,No public open ports found
EC2,Open DNS,low,ap-northeast-1,PASS,,No public open ports found
EC2,Open DNS,low,ap-northeast-2,PASS,,No public open ports found
EC2,Open DNS,low,ap-southeast-1,FAIL,arn:aws:ec2:ap-southeast-1:988369257873:security-group/sg-09846243e456d3060,Security group: sg-09846243e456d3060 (launch-wizard-2) has DNS:TCP:53 open to 0.0.0.0/0
EC2,Open DNS,low,ap-southeast-2,PASS,,No public open ports found
EC2,Open DNS,low,ap-northeast-3,PASS,,No public open ports found
EC2,Open DNS,low,ap-south-1,PASS,,No public open ports found
EC2,Open DNS,low,sa-east-1,PASS,,No public open ports found
EC2,Open RPC,low,us-east-1,PASS,,No public open ports found
EC2,Open RPC,low,us-east-2,PASS,,No public open ports found
EC2,Open RPC,low,us-west-1,PASS,,No public open ports found
EC2,Open RPC,low,us-west-2,PASS,,No public open ports found
EC2,Open RPC,low,ca-central-1,PASS,,No public open ports found
EC2,Open RPC,low,eu-central-1,PASS,,No public open ports found
EC2,Open RPC,low,eu-west-1,PASS,,No public open ports found
EC2,Open RPC,low,eu-west-2,PASS,,No public open ports found
EC2,Open RPC,low,eu-west-3,PASS,,No public open ports found
EC2,Open RPC,low,eu-north-1,PASS,,No public open ports found
EC2,Open RPC,low,ap-northeast-1,PASS,,No public open ports found
EC2,Open RPC,low,ap-northeast-2,PASS,,No public open ports found
EC2,Open RPC,low,ap-southeast-1,FAIL,arn:aws:ec2:ap-southeast-1:988369257873:security-group/sg-09846243e456d3060,Security group: sg-09846243e456d3060 (launch-wizard-2) has RPC:TCP:135 open to 0.0.0.0/0
EC2,Open RPC,low,ap-southeast-2,PASS,,No public open ports found
EC2,Open RPC,low,ap-northeast-3,PASS,,No public open ports found
EC2,Open RPC,low,ap-south-1,PASS,,No public open ports found
EC2,Open RPC,low,sa-east-1,PASS,,No public open ports found
EC2,Open NetBIOS,low,us-east-1,PASS,,No public open ports found
EC2,Open NetBIOS,low,us-east-2,PASS,,No public open ports found
EC2,Open NetBIOS,low,us-west-1,PASS,,No public open ports found
EC2,Open NetBIOS,low,us-west-2,PASS,,No public open ports found
EC2,Open NetBIOS,low,ca-central-1,PASS,,No public open ports found
EC2,Open NetBIOS,low,eu-central-1,PASS,,No public open ports found
EC2,Open NetBIOS,low,eu-west-1,PASS,,No public open ports found
EC2,Open NetBIOS,low,eu-west-2,PASS,,No public open ports found
EC2,Open NetBIOS,low,eu-west-3,PASS,,No public open ports found
EC2,Open NetBIOS,low,eu-north-1,PASS,,No public open ports found
EC2,Open NetBIOS,low,ap-northeast-1,PASS,,No public open ports found
EC2,Open NetBIOS,low,ap-northeast-2,PASS,,No public open ports found
EC2,Open NetBIOS,low,ap-southeast-1,PASS,,No public open ports found
EC2,Open NetBIOS,low,ap-southeast-2,PASS,,No public open ports found
EC2,Open NetBIOS,low,ap-northeast-3,PASS,,No public open ports found
EC2,Open NetBIOS,low,ap-south-1,PASS,,No public open ports found
EC2,Open NetBIOS,low,sa-east-1,PASS,,No public open ports found
EC2,Open SMBoTCP,low,us-east-1,PASS,,No public open ports found
EC2,Open SMBoTCP,low,us-east-2,PASS,,No public open ports found
EC2,Open SMBoTCP,low,us-west-1,PASS,,No public open ports found
EC2,Open SMBoTCP,low,us-west-2,PASS,,No public open ports found
EC2,Open SMBoTCP,low,ca-central-1,PASS,,No public open ports found
EC2,Open SMBoTCP,low,eu-central-1,PASS,,No public open ports found
EC2,Open SMBoTCP,low,eu-west-1,PASS,,No public open ports found
EC2,Open SMBoTCP,low,eu-west-2,PASS,,No public open ports found
EC2,Open SMBoTCP,low,eu-west-3,PASS,,No public open ports found
EC2,Open SMBoTCP,low,eu-north-1,PASS,,No public open ports found
EC2,Open SMBoTCP,low,ap-northeast-1,PASS,,No public open ports found
EC2,Open SMBoTCP,low,ap-northeast-2,PASS,,No public open ports found
EC2,Open SMBoTCP,low,ap-southeast-1,FAIL,arn:aws:ec2:ap-southeast-1:988369257873:security-group/sg-09846243e456d3060,Security group: sg-09846243e456d3060 (launch-wizard-2) has SMBoTCP:TCP:445 open to 0.0.0.0/0
EC2,Open SMBoTCP,low,ap-southeast-2,PASS,,No public open ports found
EC2,Open SMBoTCP,low,ap-northeast-3,PASS,,No public open ports found
EC2,Open SMBoTCP,low,ap-south-1,PASS,,No public open ports found
EC2,Open SMBoTCP,low,sa-east-1,PASS,,No public open ports found
EC2,Open CIFS,low,us-east-1,PASS,,No public open ports found
EC2,Open CIFS,low,us-east-2,PASS,,No public open ports found
EC2,Open CIFS,low,us-west-1,PASS,,No public open ports found
EC2,Open CIFS,low,us-west-2,PASS,,No public open ports found
EC2,Open CIFS,low,ca-central-1,PASS,,No public open ports found
EC2,Open CIFS,low,eu-central-1,PASS,,No public open ports found
EC2,Open CIFS,low,eu-west-1,PASS,,No public open ports found
EC2,Open CIFS,low,eu-west-2,PASS,,No public open ports found
EC2,Open CIFS,low,eu-west-3,PASS,,No public open ports found
EC2,Open CIFS,low,eu-north-1,PASS,,No public open ports found
EC2,Open CIFS,low,ap-northeast-1,PASS,,No public open ports found
EC2,Open CIFS,low,ap-northeast-2,PASS,,No public open ports found
EC2,Open CIFS,low,ap-southeast-1,PASS,,No public open ports found
EC2,Open CIFS,low,ap-southeast-2,PASS,,No public open ports found
EC2,Open CIFS,low,ap-northeast-3,PASS,,No public open ports found
EC2,Open CIFS,low,ap-south-1,PASS,,No public open ports found
EC2,Open CIFS,low,sa-east-1,PASS,,No public open ports found
EC2,Open SQL Server,low,us-east-1,PASS,,No public open ports found
EC2,Open SQL Server,low,us-east-2,PASS,,No public open ports found
EC2,Open SQL Server,low,us-west-1,PASS,,No public open ports found
EC2,Open SQL Server,low,us-west-2,PASS,,No public open ports found
EC2,Open SQL Server,low,ca-central-1,PASS,,No public open ports found
EC2,Open SQL Server,low,eu-central-1,PASS,,No public open ports found
EC2,Open SQL Server,low,eu-west-1,PASS,,No public open ports found
EC2,Open SQL Server,low,eu-west-2,PASS,,No public open ports found
EC2,Open SQL Server,low,eu-west-3,PASS,,No public open ports found
EC2,Open SQL Server,low,eu-north-1,PASS,,No public open ports found
EC2,Open SQL Server,low,ap-northeast-1,PASS,,No public open ports found
EC2,Open SQL Server,low,ap-northeast-2,PASS,,No public open ports found
EC2,Open SQL Server,low,ap-southeast-1,FAIL,arn:aws:ec2:ap-southeast-1:988369257873:security-group/sg-09846243e456d3060,Security group: sg-09846243e456d3060 (launch-wizard-2) has SQL Server:TCP:1433 open to 0.0.0.0/0
EC2,Open SQL Server,low,ap-southeast-2,PASS,,No public open ports found
EC2,Open SQL Server,low,ap-northeast-3,PASS,,No public open ports found
EC2,Open SQL Server,low,ap-south-1,PASS,,No public open ports found
EC2,Open SQL Server,low,sa-east-1,PASS,,No public open ports found
EC2,Open RDP,medium,us-east-1,PASS,,No public open ports found
EC2,Open RDP,medium,us-east-2,PASS,,No public open ports found
EC2,Open RDP,medium,us-west-1,PASS,,No public open ports found
EC2,Open RDP,medium,us-west-2,PASS,,No public open ports found
EC2,Open RDP,medium,ca-central-1,PASS,,No public open ports found
EC2,Open RDP,medium,eu-central-1,PASS,,No public open ports found
EC2,Open RDP,medium,eu-west-1,PASS,,No public open ports found
EC2,Open RDP,medium,eu-west-2,PASS,,No public open ports found
EC2,Open RDP,medium,eu-west-3,PASS,,No public open ports found
EC2,Open RDP,medium,eu-north-1,PASS,,No public open ports found
EC2,Open RDP,medium,ap-northeast-1,PASS,,No public open ports found
EC2,Open RDP,medium,ap-northeast-2,PASS,,No public open ports found
EC2,Open RDP,medium,ap-southeast-1,FAIL,arn:aws:ec2:ap-southeast-1:988369257873:security-group/sg-09846243e456d3060,Security group: sg-09846243e456d3060 (launch-wizard-2) has RDP:TCP:3389 open to 0.0.0.0/0
EC2,Open RDP,medium,ap-southeast-2,PASS,,No public open ports found
EC2,Open RDP,medium,ap-northeast-3,PASS,,No public open ports found
EC2,Open RDP,medium,ap-south-1,PASS,,No public open ports found
EC2,Open RDP,medium,sa-east-1,PASS,,No public open ports found
EC2,Open MySQL,medium,us-east-1,PASS,,No public open ports found
EC2,Open MySQL,medium,us-east-2,PASS,,No public open ports found
EC2,Open MySQL,medium,us-west-1,PASS,,No public open ports found
EC2,Open MySQL,medium,us-west-2,PASS,,No public open ports found
EC2,Open MySQL,medium,ca-central-1,PASS,,No public open ports found
EC2,Open MySQL,medium,eu-central-1,PASS,,No public open ports found
EC2,Open MySQL,medium,eu-west-1,PASS,,No public open ports found
EC2,Open MySQL,medium,eu-west-2,PASS,,No public open ports found
EC2,Open MySQL,medium,eu-west-3,PASS,,No public open ports found
EC2,Open MySQL,medium,eu-north-1,PASS,,No public open ports found
EC2,Open MySQL,medium,ap-northeast-1,PASS,,No public open ports found
EC2,Open MySQL,medium,ap-northeast-2,PASS,,No public open ports found
EC2,Open MySQL,medium,ap-southeast-1,FAIL,arn:aws:ec2:ap-southeast-1:988369257873:security-group/sg-09846243e456d3060,Security group: sg-09846243e456d3060 (launch-wizard-2) has MySQL:TCP:3306 and TCP:4333 open to 0.0.0.0/0
EC2,Open MySQL,medium,ap-southeast-2,PASS,,No public open ports found
EC2,Open MySQL,medium,ap-northeast-3,PASS,,No public open ports found
EC2,Open MySQL,medium,ap-south-1,PASS,,No public open ports found
EC2,Open MySQL,medium,sa-east-1,PASS,,No public open ports found
EC2,Open PostgreSQL,medium,us-east-1,PASS,,No public open ports found
EC2,Open PostgreSQL,medium,us-east-2,PASS,,No public open ports found
EC2,Open PostgreSQL,medium,us-west-1,PASS,,No public open ports found
EC2,Open PostgreSQL,medium,us-west-2,PASS,,No public open ports found
EC2,Open PostgreSQL,medium,ca-central-1,PASS,,No public open ports found
EC2,Open PostgreSQL,medium,eu-central-1,PASS,,No public open ports found
EC2,Open PostgreSQL,medium,eu-west-1,PASS,,No public open ports found
EC2,Open PostgreSQL,medium,eu-west-2,PASS,,No public open ports found
EC2,Open PostgreSQL,medium,eu-west-3,PASS,,No public open ports found
EC2,Open PostgreSQL,medium,eu-north-1,PASS,,No public open ports found
EC2,Open PostgreSQL,medium,ap-northeast-1,PASS,,No public open ports found
EC2,Open PostgreSQL,medium,ap-northeast-2,PASS,,No public open ports found
EC2,Open PostgreSQL,medium,ap-southeast-1,FAIL,arn:aws:ec2:ap-southeast-1:988369257873:security-group/sg-09846243e456d3060,Security group: sg-09846243e456d3060 (launch-wizard-2) has PostgreSQL:TCP:5432 open to 0.0.0.0/0
EC2,Open PostgreSQL,medium,ap-southeast-2,PASS,,No public open ports found
EC2,Open PostgreSQL,medium,ap-northeast-3,PASS,,No public open ports found
EC2,Open PostgreSQL,medium,ap-south-1,PASS,,No public open ports found
EC2,Open PostgreSQL,medium,sa-east-1,PASS,,No public open ports found
EC2,Open VNC Client,low,us-east-1,PASS,,No public open ports found
EC2,Open VNC Client,low,us-east-2,PASS,,No public open ports found
EC2,Open VNC Client,low,us-west-1,PASS,,No public open ports found
EC2,Open VNC Client,low,us-west-2,PASS,,No public open ports found
EC2,Open VNC Client,low,ca-central-1,PASS,,No public open ports found
EC2,Open VNC Client,low,eu-central-1,PASS,,No public open ports found
EC2,Open VNC Client,low,eu-west-1,PASS,,No public open ports found
EC2,Open VNC Client,low,eu-west-2,PASS,,No public open ports found
EC2,Open VNC Client,low,eu-west-3,PASS,,No public open ports found
EC2,Open VNC Client,low,eu-north-1,PASS,,No public open ports found
EC2,Open VNC Client,low,ap-northeast-1,PASS,,No public open ports found
EC2,Open VNC Client,low,ap-northeast-2,PASS,,No public open ports found
EC2,Open VNC Client,low,ap-southeast-1,FAIL,arn:aws:ec2:ap-southeast-1:988369257873:security-group/sg-09846243e456d3060,Security group: sg-09846243e456d3060 (launch-wizard-2) has VNC Client:TCP:5500 open to 0.0.0.0/0
EC2,Open VNC Client,low,ap-southeast-2,PASS,,No public open ports found
EC2,Open VNC Client,low,ap-northeast-3,PASS,,No public open ports found
EC2,Open VNC Client,low,ap-south-1,PASS,,No public open ports found
EC2,Open VNC Client,low,sa-east-1,PASS,,No public open ports found
EC2,Open VNC Server,low,us-east-1,PASS,,No public open ports found
EC2,Open VNC Server,low,us-east-2,PASS,,No public open ports found
EC2,Open VNC Server,low,us-west-1,PASS,,No public open ports found
EC2,Open VNC Server,low,us-west-2,PASS,,No public open ports found
EC2,Open VNC Server,low,ca-central-1,PASS,,No public open ports found
EC2,Open VNC Server,low,eu-central-1,PASS,,No public open ports found
EC2,Open VNC Server,low,eu-west-1,PASS,,No public open ports found
EC2,Open VNC Server,low,eu-west-2,PASS,,No public open ports found
EC2,Open VNC Server,low,eu-west-3,PASS,,No public open ports found
EC2,Open VNC Server,low,eu-north-1,PASS,,No public open ports found
EC2,Open VNC Server,low,ap-northeast-1,PASS,,No public open ports found
EC2,Open VNC Server,low,ap-northeast-2,PASS,,No public open ports found
EC2,Open VNC Server,low,ap-southeast-1,FAIL,arn:aws:ec2:ap-southeast-1:988369257873:security-group/sg-09846243e456d3060,Security group: sg-09846243e456d3060 (launch-wizard-2) has VNC Server:TCP:5900 open to 0.0.0.0/0
EC2,Open VNC Server,low,ap-southeast-2,PASS,,No public open ports found
